Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2020,NJ,New Jersey,Bergen,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,6.7,,,4.3,9.8,953819,34003,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Atlantic,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10,,,8.9,11.3,274966,34001,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Morris,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,,,7.6,9.8,510981,34027,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-74.5472917 40.8588961),2492
2020,NJ,New Jersey,Atlantic,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,61.9,,,59.2,64.9,274966,34001,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Somerset,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,74.8,,,70.6,78.7,345647,34035,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-74.6199378 40.5655273),490
2021,NJ,New Jersey,Union,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,22.1,,,19.6,24.9,572114,34039,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Morris,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,24.6,,,20.5,29.3,510981,34027,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-74.5472917 40.8588961),2492
2021,NJ,New Jersey,Monmouth,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,7.7,,,6.5,8.9,645354,34025,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Burlington,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.3,3.1,464269,34005,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Hudson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.6,3.2,702463,34017,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Middlesex,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.1,,,4.5,5.8,860807,34023,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-74.4074303 40.4396214),2490
2020,NJ,New Jersey,Warren,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.3,,,80.5,85.8,110731,34041,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Salem,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,28.2,,,24.0,32.5,65046,34033,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-75.3573559 39.5738282),2494
2021,NJ,New Jersey,Somerset,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,7.4,9.5,345647,34035,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-74.6199378 40.5655273),490
2020,NJ,New Jersey,Bergen,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.8,,,33.6,35.9,953819,34003,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Salem,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.6,3.1,65046,34033,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-75.3573559 39.5738282),2494
2021,NJ,New Jersey,Passaic,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.6,,,12.7,16.5,518117,34031,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-74.2994078 41.0366554),2493
2021,NJ,New Jersey,Cumberland,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.4,,,11.6,15.3,153627,34011,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-75.1216277 39.3284336),2485
2021,NJ,New Jersey,Warren,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.2,,,4.5,5.9,110731,34041,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Cape May,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.8,,,16.4,23.4,95661,34009,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-74.8463541 39.0858411),2449
2020,NJ,New Jersey,Monmouth,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,39.5,,,33.0,45.9,645354,34025,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Salem,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,35.8,,,28.7,43.3,65046,34033,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-75.3573559 39.5738282),2494
2021,NJ,New Jersey,Somerset,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.2,,,1.9,2.6,345647,34035,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-74.6199378 40.5655273),490
2020,NJ,New Jersey,Sussex,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,35,,,28.0,42.2,145543,34037,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Gloucester,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,8.7,11.2,304477,34015,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Sussex,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.8,,,5.0,6.6,145543,34037,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Somerset,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.7,,,2.5,3.0,345647,34035,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-74.6199378 40.5655273),490
2020,NJ,New Jersey,Mercer,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,77.9,,,75.0,80.6,385898,34021,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-74.703724 40.2825026),2489
2021,NJ,New Jersey,Monmouth,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,9.5,,,7.9,11.4,645354,34025,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Atlantic,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,77.6,,,73.8,81.3,274966,34001,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Burlington,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16.7,,,14.1,19.4,464269,34005,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Monmouth,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,27,,,22.7,31.6,645354,34025,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Ocean,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.3,2.9,648998,34029,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Cape May,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.7,,,3.2,4.3,95661,34009,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-74.8463541 39.0858411),2449
2020,NJ,New Jersey,Sussex,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.7,,,68.5,76.5,145543,34037,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Middlesex,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.5,,,4.7,6.4,860807,34023,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-74.4074303 40.4396214),2490
2021,NJ,New Jersey,Hunterdon,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,19.8,,,16.5,24.0,129924,34019,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-74.9119695 40.5652832),2488
2020,NJ,New Jersey,Monmouth,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,69.8,,,66.6,73.0,645354,34025,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-74.1524456 40.2870481),2491
2021,NJ,New Jersey,Cape May,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.9,,,3.3,4.6,95661,34009,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Burlington,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.5,,,11.7,15.6,464269,34005,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-74.6630063 39.8757858),2447
2020,NJ,New Jersey,Union,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,64.9,,,62.2,67.7,572114,34039,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Sussex,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.0,10.4,145543,34037,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Ocean,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.8,,,76.6,82.7,648998,34029,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Sussex,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,27.2,,,23.3,31.3,145543,34037,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-74.6919141 41.1374609),2586
2020,NJ,New Jersey,Burlington,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,8.3,,,5.5,11.5,464269,34005,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Union,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,28.2,,,24.4,32.7,572114,34039,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Atlantic,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,31.5,,,28.2,35.1,274966,34001,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-74.6337591 39.4693555),2446
2020,NJ,New Jersey,Camden,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.7,,,81.9,85.4,523771,34007,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Monmouth,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,87.7,,,85.1,89.9,645354,34025,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-74.1524456 40.2870481),2491
2020,NJ,New Jersey,Passaic,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,81.4,,,79.6,83.2,518117,34031,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-74.2994078 41.0366554),2493
2021,NJ,New Jersey,Warren,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26,,,22.4,29.9,110731,34041,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Gloucester,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.7,7.0,304477,34015,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Gloucester,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,4.9,,,4.3,5.6,304477,34015,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Ocean,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,30.1,,,25.8,34.5,648998,34029,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Hudson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,58.4,,,54.0,62.6,702463,34017,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-74.0786014 40.7313751),488
2021,NJ,New Jersey,Gloucester,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.5,,,2.3,2.8,304477,34015,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-75.1456793 39.7228745),2487
2020,NJ,New Jersey,Monmouth,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.5,,,32.0,35.0,645354,34025,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-74.1524456 40.2870481),2491
2020,NJ,New Jersey,Camden,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,45.3,,,39.3,51.3,523771,34007,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Sussex,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,73.9,,,69.1,78.5,145543,34037,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-74.6919141 41.1374609),2586
2021,NJ,New Jersey,Cumberland,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.5,,,9.2,11.9,153627,34011,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-75.1216277 39.3284336),2485
2021,NJ,New Jersey,Atlantic,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.2,,,13.2,17.3,274966,34001,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-74.6337591 39.4693555),2446
2020,NJ,New Jersey,Mercer,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.5,,,32.4,34.6,385898,34021,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-74.703724 40.2825026),2489
2020,NJ,New Jersey,Cape May,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,73.2,,,68.5,77.6,95661,34009,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Passaic,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.8,,,32.7,39.0,518117,34031,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-74.2994078 41.0366554),2493
2021,NJ,New Jersey,Mercer,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.5,,,8.9,12.0,385898,34021,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-74.703724 40.2825026),2489
2021,NJ,New Jersey,Middlesex,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,59.1,,,54.9,63.4,860807,34023,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-74.4074303 40.4396214),2490
2020,NJ,New Jersey,Essex,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,77.2,,,74.6,79.5,854917,34013,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-74.2462919 40.7874003),2486
2021,NJ,New Jersey,Burlington,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,60.4,,,55.8,64.9,464269,34005,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-74.6630063 39.8757858),2447
2020,NJ,New Jersey,Gloucester,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.7,,,32.2,35.1,304477,34015,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-75.1456793 39.7228745),2487
2020,NJ,New Jersey,Hunterdon,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.6,,,70.5,76.5,129924,34019,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-74.9119695 40.5652832),2488
2020,NJ,New Jersey,Ocean,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,66.3,,,62.9,69.7,648998,34029,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Camden,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,31,,,26.3,35.7,523771,34007,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-74.9612493 39.8024071),2448
2021,NJ,New Jersey,Cumberland,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8,,,6.8,9.6,153627,34011,HLTHOUT,COPD,CrdPrv,COPD,POINT (-75.1216277 39.3284336),2485
2021,NJ,New Jersey,Cape May,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,58.7,,,54.1,63.6,95661,34009,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-74.8463541 39.0858411),2449
2020,NJ,New Jersey,Atlantic,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,34.3,,,33.2,35.4,274966,34001,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-74.6337591 39.4693555),2446
2021,NJ,New Jersey,Ocean,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32,,,27.0,37.1,648998,34029,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Monmouth,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,25.5,,,22.5,28.8,645354,34025,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-74.1524456 40.2870481),2491
2020,NJ,New Jersey,Burlington,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.7,,,82.9,86.5,464269,34005,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-74.6630063 39.8757858),2447
2021,NJ,New Jersey,Gloucester,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.8,,,12.7,17.0,304477,34015,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-75.1456793 39.7228745),2487
2021,NJ,New Jersey,Somerset,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,7.7,12.3,345647,34035,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-74.6199378 40.5655273),490
2020,NJ,New Jersey,Middlesex,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,68.2,,,66.1,70.2,860807,34023,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-74.4074303 40.4396214),2490
2021,NJ,New Jersey,Cape May,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,24.4,,,20.7,28.7,95661,34009,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Essex,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,60.1,,,55.8,64.3,854917,34013,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-74.2462919 40.7874003),2486
2020,NJ,New Jersey,Gloucester,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,67.6,,,64.4,70.5,304477,34015,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-75.1456793 39.7228745),2487
2020,NJ,New Jersey,Ocean,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,41.2,,,34.3,47.8,648998,34029,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-74.2588636 39.865669),489
2021,NJ,New Jersey,Bergen,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,36,,,32.8,39.2,953819,34003,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Hunterdon,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.3,,,2.1,2.6,129924,34019,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-74.9119695 40.5652832),2488
2021,NJ,New Jersey,Warren,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.5,,,7.2,9.9,110731,34041,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-75.0094978 40.8534914),2533
2021,NJ,New Jersey,Cumberland,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.8,,,6.0,7.8,153627,34011,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-75.1216277 39.3284336),2485
2020,NJ,New Jersey,Cumberland,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.1,,,38.0,40.1,153627,34011,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-75.1216277 39.3284336),2485
2021,NJ,New Jersey,Burlington,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.4,,,33.7,41.3,464269,34005,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-74.6630063 39.8757858),2447
2020,NJ,New Jersey,Cape May,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,81.4,,,78.4,84.3,95661,34009,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-74.8463541 39.0858411),2449
2021,NJ,New Jersey,Salem,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,74.3,,,69.1,79.0,65046,34033,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-75.3573559 39.5738282),2494
2021,NJ,New Jersey,Mercer,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31,,,27.7,34.4,385898,34021,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-74.703724 40.2825026),2489
2021,NJ,New Jersey,Union,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.2,,,8.2,10.4,572114,34039,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Middlesex,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.9,,,2.5,3.4,860807,34023,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-74.4074303 40.4396214),2490
2021,NJ,New Jersey,Salem,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.7,,,13.6,18.1,65046,34033,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-75.3573559 39.5738282),2494
2021,NJ,New Jersey,Hunterdon,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.1,,,1.8,2.6,129924,34019,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-74.9119695 40.5652832),2488
2020,NJ,New Jersey,Ocean,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.8,,,32.3,35.2,648998,34029,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-74.2588636 39.865669),489
2020,NJ,New Jersey,Bergen,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.5,,,80.6,84.3,953819,34003,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-74.0747272 40.9596985),487
2021,NJ,New Jersey,Union,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.9,,,4.3,5.5,572114,34039,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Union,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.2,,,4.7,5.9,572114,34039,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-74.3086957 40.6598707),2532
2021,NJ,New Jersey,Mercer,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,11.3,,,9.5,13.2,385898,34021,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-74.703724 40.2825026),2489
